0.05263151	0.025516622	0.01553281	-0.010188445	0.019714074	0.088284776	-0.034095276	0.023059133	0.0057020853	-0.05229292	-0.015687628	-0.039345577	-0.004999039	0.03157845	-0.022976229	-0.0413283
0.031086681	0.080823734	0.049102694	-0.09987919	0.0028121937	0.111677215	-0.012722164	-0.012771124	-0.017743332	-0.015907072	0.017683294	-0.02798458	0.017959466	0.023221456	0.018551532	0.02492812
0.050573543	0.010195001	0.09110161	-0.1142488	0.049013086	0.09912655	0.033180054	0.055033397	-0.020349355	-0.014735362	0.059132755	-0.08603211	-0.0163844	0.040792957	-0.0010502854	0.07963702
0.014390258	-0.039319612	0.02200999	-0.07608264	0.047623042	0.15136556	0.057696495	-0.06798936	-0.0196663	-0.049379036	-0.055194065	-0.049249474	0.0011216396	0.013147078	0.03234841	-0.012714938
-0.007386947	-0.016321125	-0.009185888	-0.015206366	-0.046227567	0.07047077	0.030104814	-0.022286963	0.01839572	-0.01666515	-0.0101329675	6.6679655e-05	-0.06332782	0.037861478	0.010062955	-0.008511457
-0.017194519	-0.023138367	-0.04468571	-0.09759573	0.0671261	0.12381894	0.000727188	0.021206532	-0.053056132	-0.03941852	-0.06506547	0.016513139	0.030517463	0.062824085	0.033408135	-0.027665617
0.047216795	0.024877831	0.015814688	-0.087030925	-0.0036189393	0.055377554	-0.023419626	-0.008551107	-0.072134614	-0.0138043	0.057249673	-0.019739974	0.026672844	-0.009981024	0.14934377	0.016694976
0.04919537	0.06790615	-0.0065394733	-0.0594712	0.04634832	0.14534275	-0.014002395	-0.02599872	-0.011657147	0.005893667	-0.0042551947	-0.020143325	0.0043133255	0.010767213	0.032558158	-0.008383649
0.089604184	0.04172795	0.05451581	-0.104102165	-0.008241314	0.039081454	-0.019687174	-0.078021444	0.054950774	-0.08978163	0.05151651	-0.05406223	0.03169839	0.009833027	0.05834193	0.024793532
0.044122547	0.026802039	0.048657205	-0.035740674	-0.04070489	0.012346222	-0.014680329	0.06268877	0.007190329	-0.060238276	-0.030358016	-0.01529617	0.0063826037	-0.014044401	0.087356605	0.08617639
0.009070136	0.0048090825	0.081692964	-0.032400846	-0.023622269	0.062465064	0.009423816	0.09651875	-0.021404088	-0.021943616	0.02824302	-0.021158628	0.027481599	0.055736538	0.071995355	0.0052355104
0.032400716	0.045210533	-0.016599927	-0.11528905	-0.013293267	0.045479834	-0.05941881	-0.004351078	-0.046618387	-0.09187147	-0.0133565795	-0.019430522	0.068577096	0.07557424	0.042834736	-0.091408975
0.035820886	0.07351555	0.0039626863	-0.0862295	0.020812143	0.111068726	-0.009701168	-0.091793194	-0.031489383	0.024441889	0.031452883	-0.03732465	0.10094745	0.017678477	-0.03273101	0.030570934
0.0035510918	0.05140292	-0.05166075	-0.039952356	-0.014804011	0.06425796	-0.022233386	-0.020367332	-0.073593	-0.00024063536	0.17624347	0.001258254	-0.026074257	0.076799266	0.096097365	-0.083961815
0.11080118	0.019206315	0.067487694	-0.04255411	0.04300252	0.11560242	-0.0546981	-0.0021804976	-0.039381053	0.03145527	0.012805176	-0.10535097	0.026621401	-0.006969769	0.08936895	0.012472646
-0.03464549	0.070899	0.0026212814	-0.058049366	0.033344127	0.04692529	-0.00408953	-0.004375145	-0.04830779	-0.043711465	0.05284073	-0.029225431	0.054811034	0.021626145	0.023436641	-0.045526855
0.14922146	0.041900847	0.0019115488	-0.08993002	-0.023185829	0.106732875	-0.059648804	-0.00095421553	-0.01902085	0.014209114	-0.030249722	-0.027958486	-0.03136088	0.05330242	0.04655596	0.04208883
0.040684797	0.08511687	0.038561042	-0.04479016	0.029520562	0.099735446	-0.06242872	-0.07766629	-0.025334556	0.067786396	-0.015306473	0.013594272	0.08916413	0.044892434	-0.029503383	-0.016818825
